Text,Language
ನಾನು ನಂತರ ನೋಡುತ್ತೇನೆ.,Kannada
ನೋಡಿಕೊಳ್ಳಿ.,Kannada
"ನೀವು ಈ ವೀಡಿಯೊವನ್ನು ನೋಡುವಾಗ ಇದು ಯಾವ ದಿನ ಎಂದು ನನಗೆ ತಿಳಿದಿಲ್ಲ, ಆದರೆ ಇದು ವಾರಾಂತ್ಯದಲ್ಲಿ ಶುಕ್ರವಾರವಾಗಿದ್ದರೆ.",Kannada
ಧನ್ಯವಾದಗಳು ಸ್ವರ್ಗ ಶುಕ್ರವಾರ ಎಂದು ನೀವು ಹೇಳಬಹುದು ಅಥವಾ ಸ್ವರ್ಗ ಶನಿವಾರ ವಾರಾಂತ್ಯದ ಆವಿಷ್ಕಾರ ಎಂದು ಹೇಳಿದರು.,Kannada
ನಾನು ತುಂಬಾ ಸಂತೋಷವಾಗಿದ್ದೇನೆ ಇದು ಹುಡುಗರಲ್ಲಿ 50 ನುಡಿಗಟ್ಟುಗಳು ಈ ವೀಡಿಯೊವನ್ನು ಇಷ್ಟಪಡುವ ಮೂಲಕ ಮತ್ತು ನಿಮಗೆ ಇನ್ನಷ್ಟು ತಂಪಾದ ನುಡಿಗಟ್ಟುಗಳು ತಿಳಿದಿದ್ದರೆ ಕೆಳಗೆ ಕಾಮೆಂಟ್ ಮಾಡುವ ಮೂಲಕ ಇದು ಸಹಾಯಕವಾಗಿದೆಯೆ ಎಂದು ನನಗೆ ತಿಳಿಸಿ.,Kannada
ಅದು ಎಲ್ಲೋ ಒಂದು ಕೆಂಪು ಬಟನ್ ಇದೆ.,Kannada
ನಮಸ್ಕಾರ ಮತ್ತು ಸ್ವಾಗತ.,Kannada
ಈ ವೀಡಿಯೊದಲ್ಲಿ ನಾನು ನಿಮಗೆ ಸಂಭಾಷಣೆಯಲ್ಲಿ ಬಳಸಬಹುದಾದ 100 ಸಾಮಾನ್ಯ ಮತ್ತು ಉಪಯುಕ್ತ ವಾಕ್ಯಗಳನ್ನು ನೀಡುತ್ತೇನೆ.,Kannada
ನನ್ನ ನಂತರ ಹೇಳುವ ವಾಕ್ಯ ಅಭ್ಯಾಸವನ್ನು ನೀವು ಕೇಳಿದಾಗ.,Kannada
ನಾನು ಬಳಸುವ ಧ್ವನಿಯನ್ನು ಒಳಗೊಂಡಂತೆ ನನ್ನ ಉಚ್ಚಾರಣೆಯನ್ನು ನಿಖರವಾಗಿ ನಕಲಿಸಲು ಪ್ರಯತ್ನಿಸಿ.,Kannada
ಸರಿ ಪ್ರಾರಂಭಿಸೋಣ.,Kannada
ಮೂಲ ಶುಭಾಶಯಗಳು ಅದು ಹೇಗೆ ನಡೆಯುತ್ತಿದೆ?,Kannada
ವಸ್ತುಗಳು ಹೇಗೆ?,Kannada
ಎನ್ ಸಮಾಚಾರ?,Kannada
ನಿಮ್ಮನ್ನು ಭೇಟಿಯಾಗಲು ಸಂತೋಷವಾಗಿದೆ.,Kannada
"ದೀರ್ಘಕಾಲದವರೆಗೆ, ನೋಡುವುದಿಲ್ಲ.",Kannada
ನೀವು ಹೇಗಿದ್ದೀರಿ?,Kannada
ತುಂಬಾ ಧನ್ಯವಾದಗಳು.,Kannada
ನಿಮ್ಮ ಬಗ್ಗೆ ಹೇಗೆ?,Kannada
ಅಷ್ಟೇನೂ ಇಲ್ಲ.,Kannada
ಸಾಮಾನ್ಯ.,Kannada
ನಾನು ಹೋಗಬೇಕಾಗಿದೆ.,Kannada
ಅದು ನಿಮ್ಮನ್ನು ನಂತರ ನೋಡುವ ಸಂತೋಷದ ಸಭೆ.,Kannada
ಸಂಪರ್ಕದಲ್ಲಿರಿ.,Kannada
ಮಾಹಿತಿಗಾಗಿ ಕೇಳುವುದು.,Kannada
ಈ ಪದದ ಅರ್ಥವೇನೆಂದು ನೀವು ನನಗೆ ಹೇಳಬಹುದೇ?,Kannada
ಲೈಬ್ರರಿ ಎಲ್ಲಿದೆ ಎಂದು ನಿಮಗೆ ತಿಳಿದಿದೆಯೇ?,Kannada
ಹಿಂಜರಿಯುತ್ತಿದೆ.,Kannada
ಅದು ಒಳ್ಳೆಯ ಪ್ರಶ್ನೆ.,Kannada
ನನಗೆ ನೋಡೋಣ.,Kannada
ನಾನು ಒಂದು ಕ್ಷಣ ಯೋಚಿಸೋಣ.,Kannada
ಪುನರಾವರ್ತನೆ ಕೇಳುತ್ತಿದೆ.,Kannada
ಕ್ಷಮಿಸಿ?,Kannada
"ಕ್ಷಮಿಸಿ, ನಾನು ಅದನ್ನು ಹಿಡಿಯಲಿಲ್ಲ.",Kannada
ನೀವು ಅದನ್ನು ಪುನರಾವರ್ತಿಸಲು ಮನಸ್ಸು ಮಾಡುತ್ತೀರಾ?,Kannada
"ನೀವು ಸ್ವಲ್ಪ ನಿಧಾನವಾಗಿ ಮಾತನಾಡಬಲ್ಲಿರಾ, ದಯವಿಟ್ಟು?",Kannada
"""ನನಗೆ ಗೊತ್ತಿಲ್ಲ"" ಎಂದು ಹೇಳುವುದು.",Kannada
ನನಗೆ ತಿಳಿದಿಲ್ಲ ಎಂದು ನಾನು ಹೆದರುತ್ತೇನೆ.,Kannada
"ಅಲ್ಲಿ ನಿಮಗೆ ಸಹಾಯ ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ, ಕ್ಷಮಿಸಿ.",Kannada
ನನ್ನನ್ನು ಸೋಲಿಸುತ್ತಾನೆ.,Kannada
ಅಭಿಪ್ರಾಯಗಳು.,Kannada
ಅದರ ಬಗ್ಗೆ ನಿಮ್ಮ ಅಭಿಪ್ರಾಯವೇನು?,Kannada
ಈ ಕುರಿತು ನಿಮ್ಮ ಅಭಿಪ್ರಾಯಗಳು ಯಾವುವು?,Kannada
ಅದು ಒಳ್ಳೆಯದು ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ.,Kannada
ಅದು ಕೆಲಸ ಮಾಡಲಿದೆ ಎಂದು ನಾನು ಪ್ರಾಮಾಣಿಕವಾಗಿ ಯೋಚಿಸುವುದಿಲ್ಲ.,Kannada
"ನನ್ನ ಮಟ್ಟಿಗೆ, ಇದು ಪಟ್ಟಣದ ಅತ್ಯುತ್ತಮ ರೆಸ್ಟೋರೆಂಟ್ ಆಗಿದೆ.",Kannada
ಪ್ರಶ್ನೆಯನ್ನು ತಪ್ಪಿಸುವುದು.,Kannada
ಈ ವಿಷಯದಲ್ಲಿ ನನಗೆ ಅಭಿಪ್ರಾಯವಿಲ್ಲ.,Kannada
ನಾನು ಅದನ್ನು ನಿಮ್ಮ ಬಳಿಗೆ ಹಿಂತಿರುಗಿಸುತ್ತೇನೆ.,Kannada
ನಾನು ಹೇಳಲು ಸ್ವಾತಂತ್ರ್ಯವಿಲ್ಲ.,Kannada
ಒಪ್ಪುವುದು ಮತ್ತು ಒಪ್ಪುವುದಿಲ್ಲ.,Kannada
ನಾನು ಹೆಚ್ಚು ಒಪ್ಪಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ.,Kannada
ನೀವು ಸಂಪೂರ್ಣವಾಗಿ ಸರಿ.,Kannada
ನಾನು ನಿಮ್ಮೊಂದಿಗೆ 100% ಒಪ್ಪುತ್ತೇನೆ.,Kannada
ನೀವು ತಲೆಗೆ ಉಗುರು ಹೊಡೆದಿದ್ದೀರಿ.,Kannada
ನಾನು ಒಪ್ಪುತ್ತೇನೆ ಎಂದು ನನಗೆ ಖಾತ್ರಿಯಿಲ್ಲ.,Kannada
ನಾನು ಒಪ್ಪುವುದಿಲ್ಲ ಎಂದು ನಾನು ಹೆದರುತ್ತೇನೆ.,Kannada
ನೀವು ತಪ್ಪಾಗಿ ಭಾವಿಸಿದ್ದೀರಿ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ.,Kannada
ನಯವಾಗಿ ಅಡ್ಡಿಪಡಿಸುವುದು.,Kannada
ನಿಮ್ಮನ್ನು ಅಡ್ಡಿಪಡಿಸಲು ಕ್ಷಮಿಸಿ.,Kannada
ಒಂದು ಕ್ಷಣ ನಾನು ನಿಮ್ಮನ್ನು ಅಲ್ಲಿ ನಿಲ್ಲಿಸಬಹುದೇ?,Kannada
ನಾನು ಇಲ್ಲಿಗೆ ಜಿಗಿದರೆ ನಿಮಗೆ ಮನಸ್ಸಿಲ್ಲವೇ?,Kannada
ಮುಂದುವರೆಸು.,Kannada
ಖಚಿತವಾಗಿ ಮುಂದುವರಿಯಿರಿ.,Kannada
ನಾನು ಮುಗಿಸಲಿ.,Kannada
ಒಂದು ಕ್ಷಣ ಹಿಡಿದುಕೊಳ್ಳಿ.,Kannada
ಸಲಹೆಗಳು.,Kannada
ನಾವು ಚಲನಚಿತ್ರಗಳಿಗೆ ಹೋಗುತ್ತೇವೆ ಎಂದು ನೀವು ಏನು ಹೇಳುತ್ತೀರಿ?,Kannada
ಇಂದು ರಾತ್ರಿ dinner ಟಕ್ಕೆ ಪಿಜ್ಜಾ ಹೊಂದುವ ಬಗ್ಗೆ ಹೇಗೆ?,Kannada
ಅದು ಅದ್ಭುತವಾಗಿದೆ.,Kannada
ನನಗೆ ಸರಿ ಅನಿಸುತ್ತದೆ.,Kannada
ಅದರ ಬಗ್ಗೆ ನನಗೆ ಖಚಿತವಿಲ್ಲ.,Kannada
"ಇಲ್ಲ, ನಾನು ಹಾಗೆ ಯೋಚಿಸುವುದಿಲ್ಲ.",Kannada
ಯೋಜನೆ ರೂಪಿಸುತ್ತಿದ್ದೇನೆ.,Kannada
ಈ ರಾತ್ರಿ ನೀನೇನು ಮಾಡುತ್ತಿದ್ದೀಯಾ?,Kannada
ನಾಳೆಗಾಗಿ ಯಾವುದೇ ಯೋಜನೆಗಳನ್ನು ಪಡೆದಿದ್ದೀರಾ?,Kannada
ಮುಂದಿನ ಶನಿವಾರ ನೀವು ಮುಕ್ತರಾಗಿದ್ದೀರಾ?,Kannada
ಈ ವಾರಾಂತ್ಯದಲ್ಲಿ ನೀವು ಏನಾದರೂ ಮಾಡಲು ಬಯಸುವಿರಾ?,Kannada
"ಖಚಿತವಾಗಿ, ನಿಮ್ಮ ಮನಸ್ಸಿನಲ್ಲಿ ಏನು ಇದೆ?",Kannada
"ನಾನು ಎಲ್ಲಾ ವಾರಾಂತ್ಯದಲ್ಲಿ ಮುಕ್ತನಾಗಿದ್ದೇನೆ, ಏನಾದರೂ ಮಾಡೋಣ.",Kannada
"ಇಲ್ಲ, ಕ್ಷಮಿಸಿ, ನಾನು ಈಗಾಗಲೇ ಕೆಲವು ಯೋಜನೆಗಳನ್ನು ಹುಚ್ಚನಾಗಿದ್ದೇನೆ.",Kannada
ನಾನು ನಾಳೆ ಒಂದು ರೀತಿಯ ಕಾರ್ಯನಿರತವಾಗಿದೆ.,Kannada
ನಾನು ಏನನ್ನಾದರೂ ಮಾಡಲು ಇಷ್ಟಪಡುತ್ತೇನೆ ಆದರೆ ನನಗೆ ಸಾಧ್ಯವಿಲ್ಲ.,Kannada
ಅನುಮತಿ.,Kannada
ನಾನು ನಿಮ್ಮ ಸೆಲ್ ಫೋನ್ ಬಳಸಿದರೆ ನಿಮಗೆ ಮನಸ್ಸಿಲ್ಲವೇ?,Kannada
ನಾನು ನಾಳೆ ರಜೆ ತೆಗೆದುಕೊಂಡರೆ ಅದು ಸರಿಯೇ?,Kannada
"ಹೌದು, ದಯವಿಟ್ಟು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಿ, ಮುಂದುವರಿಯಿರಿ.",Kannada
ಅಲ್ಲವೇ ಅಲ್ಲ.,Kannada
"ದುರದೃಷ್ಟವಶಾತ್, ನಾನು ಇಲ್ಲ ಎಂದು ಹೇಳಬೇಕಾಗಿದೆ.",Kannada
ನೀವು ಮಾಡಲಿಲ್ಲ ಎಂದು ನಾನು ಬಯಸುತ್ತೇನೆ.,Kannada
ನಾನು ಹೆದರುತ್ತೇನೆ.,Kannada
ವಿನಂತಿಗಳನ್ನು ಮಾಡುವುದು.,Kannada
ನೀವು ನನಗೆ ಉಪ್ಪು ರವಾನಿಸಬಹುದೇ?,Kannada
ದಯವಿಟ್ಟು?,Kannada
ನೀವು ನನಗೆ ಸ್ವಲ್ಪ ಹಣವನ್ನು ಸಾಲವಾಗಿ ನೀಡಲು ಬಯಸುತ್ತೀರಾ?,Kannada
ಇದಕ್ಕೆ ನೀವು ಸಹಾಯ ಮಾಡಬಹುದೇ ಎಂದು ನಾನು ಆಶ್ಚರ್ಯ ಪಡುತ್ತಿದ್ದೆ.,Kannada
ಖಂಡಿತವಾಗಿಯೂ ಯಾವುದೇ ತೊಂದರೆಯಿಲ್ಲ.,Kannada
"ಹೌದು, ಖಂಡಿತ.",Kannada
ನಾನು ಸಹಾಯ ಮಾಡಲು ಸಂತೋಷಪಡುತ್ತೇನೆ.,Kannada
"ಕ್ಷಮಿಸಿ, ನನಗೆ ಈಗ ಸಾಧ್ಯವಿಲ್ಲ.",Kannada
ನನಗೆ ಸಾಧ್ಯವಿಲ್ಲ ಎಂದು ನಾನು ಹೆದರುತ್ತೇನೆ.,Kannada
ಕೊಡುಗೆಗಳನ್ನು ನೀಡುತ್ತಿದೆ.,Kannada
ನಾನು ನಿಮಗೆ ಒಂದು ಲೋಟ ನೀರು ತರಬಹುದೇ?,Kannada
ಕೆಲವು ಐಸ್ ಕ್ರೀಮ್ ಬಗ್ಗೆ ಹೇಗೆ?,Kannada
ನಾನು ನಿಮಗೆ ಮನೆಗೆ ಸವಾರಿ ನೀಡಲು ಬಯಸುತ್ತೀರಾ?,Kannada
"ಹೌದು, ದಯವಿಟ್ಟು.",Kannada
"ಅದು ಅದ್ಭುತವಾಗಿದೆ, ಧನ್ಯವಾದಗಳು.",Kannada
ನಾನು ಸರಿಯಾಗಿದ್ದೇನೆ ಆದರೆ ಅರ್ಪಿಸಿದ್ದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು.,Kannada
"ಇಲ್ಲ, ನಾನು ಒಳ್ಳೆಯವನು, ಧನ್ಯವಾದಗಳು.",Kannada
ಜನರಿಗೆ ಧನ್ಯವಾದಗಳು.,Kannada
ಒಂದು ಮಿಲಿಯನ್ ಧನ್ಯವಾದಗಳು.,Kannada
ಚೀರ್ಸ್ ನಾನು ಅದನ್ನು ನಿಜವಾಗಿಯೂ ಪ್ರಶಂಸಿಸುತ್ತೇನೆ.,Kannada
ಅದು ನಿಮ್ಮ ಪ್ರಕಾರ.,Kannada
ನಾನು ನಿಮಗೆ ಸಾಕಷ್ಟು ಧನ್ಯವಾದ ಹೇಳಲಾರೆ.,Kannada
ಅದು ಏನೂ ಅಲ್ಲ.,Kannada
ಅದನ್ನು ಉಲ್ಲೇಖಿಸಬೇಡಿ.,Kannada
ಯಾವುದೇ ಸಮಯದಲ್ಲಿ.,Kannada
ನನ್ನ ಸಂತೋಷ.,Kannada
ಯಾರಾದರೂ ಕಾಯಲು ಕೇಳುತ್ತಿದ್ದಾರೆ.,Kannada
ದಯವಿಟ್ಟು ನೀವು ಕ್ಷಣ ಕ್ಷಣ ಹಿಡಿದಿಡಬಹುದೇ?,Kannada
ಒಂದು ಸೆಕೆಂಡಿಗೆ ಸ್ಥಗಿತಗೊಳಿಸಿ.,Kannada
ಒಂದು ಕ್ಷಣ ನನ್ನೊಂದಿಗೆ ಸಹಿಸಿಕೊಳ್ಳಿ.,Kannada
ನಾನು ನಿಮ್ಮೊಂದಿಗೆ ಸರಿಯಾಗಿರುತ್ತೇನೆ.,Kannada
ಕ್ಷಮೆಯಾಚಿಸುತ್ತಿದೆ.,Kannada
ನಾನು ಅದರ ಬಗ್ಗೆ ನಿಜವಾಗಿಯೂ ವಿಷಾದಿಸುತ್ತೇನೆ.,Kannada
ದಯವಿಟ್ಟು ನನ್ನ ಕ್ಷಮೆಯನ್ನು ಒಪ್ಪಿಕೊಳ್ಳಿ.,Kannada
ಅದರ ಬಗ್ಗೆ ಚಿಂತಿಸಬೇಡಿ.,Kannada
ಚಿಂತಿಸಬೇಡಿ.,Kannada
"ಸರಿ, ಸಾಮಾನ್ಯ ವಾಕ್ಯಗಳು ಮತ್ತು ನುಡಿಗಟ್ಟುಗಳ ಕುರಿತು ಹೆಚ್ಚಿನ ಪಾಠಗಳನ್ನು ನೀವು ಬಯಸಿದರೆ ಕೆಳಗಿನ ಕಾಮೆಂಟ್‌ಗಳ ವಿಭಾಗದಲ್ಲಿ ನನಗೆ ತಿಳಿಸಿ.",Kannada
ನೀವು ಈ ವೀಡಿಯೊವನ್ನು ಇಷ್ಟಪಟ್ಟರೆ ಲೈಕ್ ಬಟನ್ ಒತ್ತುವ ಮೂಲಕ ಥಂಬ್ಸ್ ಅಪ್ ನೀಡಿ ಮತ್ತು ನನ್ನ ಇತ್ತೀಚಿನ ಪಾಠಗಳನ್ನು ಇಲ್ಲಿಯೇ ಯೂಟ್ಯೂಬ್‌ನಲ್ಲಿ ಪಡೆಯಲು ಚಂದಾದಾರ ಬಟನ್ ಕ್ಲಿಕ್ ಮಾಡುವ ಮೂಲಕ ಈ ಚಾನಲ್‌ಗೆ ಚಂದಾದಾರರಾಗಲು ಮರೆಯದಿರಿ.,Kannada
ಸಂತೋಷದ ಕಲಿಕೆ ಮತ್ತು ಶೀಘ್ರದಲ್ಲೇ ನಾನು ನಿಮ್ಮನ್ನು ಇನ್ನೊಂದು ಪಾಠದಲ್ಲಿ ನೋಡುತ್ತೇನೆ.,Kannada
ಒಂದು ಸಣ್ಣ ಹಳ್ಳಿಯಲ್ಲಿ ಒಂದು ಕಾಲದಲ್ಲಿ ಚಿನ್ನದ ಬ್ರೆಡ್ ಅಲ್ಲಿ ಮರಿಯನ್ ಎಂಬ ಮಹಿಳೆ ವಾಸಿಸುತ್ತಿದ್ದಳು.,Kannada
ಅವಳ ಏಕೈಕ ಮಗಳು ನಾರ್ಸಿಸಾ ಮರಿಯನ್ ಅತ್ಯಂತ ವಿನಮ್ರ ಮತ್ತು ಸಿಹಿ ನಾರ್ಸಿಸಾ ಆದರೆ ಅವಳು ಜೀವಂತವಾಗಿದ್ದ ಪದಗಳಿಗಿಂತ ಮೀರಿ ಸುಂದರವಾಗಿದ್ದನ್ನು ನೀವು ನೋಡುತ್ತೀರಿ.,Kannada
ಗೊಂಬೆ ಮತ್ತು ಅತ್ಯಂತ ಮನೋರಂಜನಾ ಭಾಗವೆಂದರೆ ಅವಳು ತನ್ನನ್ನು ತಾನು ಪ್ರೀತಿಸುತ್ತಿಲ್ಲ.,Kannada
ಬ್ರೆಡ್ ತಯಾರಿಸಲು ನನಗೆ ಸಹಾಯ ಮಾಡಿ ಹಹ್ ಯಾವುದೇ ರೀತಿಯಲ್ಲಿ ತಾಯಿ ಹಿಟ್ಟು ದಾಸಿಯರು ನನ್ನ ಪ್ರಕಾಶಮಾನವಾದ ಮತ್ತು ಹೊಳೆಯುವ ಕಣ್ಣುಗಳು.,Kannada
"ನಾರ್ಸಿಸಾ ಈ ಬೀಜಗಳನ್ನು ನೆಡಲು ನೀವು ನನಗೆ ಸಹಾಯ ಮಾಡುತ್ತೀರಿ, ನಾನು ಅದನ್ನು ಏಕೆ ಮಾಡುತ್ತೇನೆಂದರೆ ನನ್ನ ಸುಂದರವಾದ ಬೆರಳುಗಳ ಮೇಲೆ ಆ ಕೊಳಕು ಸಿಕ್ಕಿದ್ದು ಕೆಟ್ಟದಾಗಿದೆ ಅದು ನನ್ನ ಮುಖದ ಮೇಲೆ ಹೋದರೆ ಅದು ನಾರ್ಸಿಸಾದ ಸಮಸ್ಯೆಯಾಗಿದೆ.",Kannada
ಮದುವೆಯಲ್ಲಿ ನಾರ್ಸಿಸಸ್ ಕೈ ಕೇಳಲು ಅನೇಕ ದಾಳಿಕೋರರು ಬಂದ ಯಾವುದೇ ಕೆಲಸವನ್ನು ಮಾಡಲು ಅವಳು ತುಂಬಾ ದೊಡ್ಡವಳು ಎಂದು ಅವಳು ಭಾವಿಸಿದ್ದಳು.,Kannada
ಅವಳ ಸೌಂದರ್ಯವು ದೂರದವರೆಗೆ ತಿಳಿದಿದ್ದರಿಂದ ಆದರೆ ಅವಳು ಅವರೆಲ್ಲರನ್ನೂ ಅಸಭ್ಯವಾಗಿ ತಿರಸ್ಕರಿಸಿದಳು ಯಾಕೆ ನೀವು ನಿನ್ನೆ ಆ ಪುರುಷರನ್ನು ಏಕೆ ದೂರ ಕಳುಹಿಸಿದ್ದೀರಿ ಅವರು ಒಳ್ಳೆಯವರಂತೆ ಕಾಣುತ್ತಿದ್ದರು ನೀವು ಅವರಲ್ಲಿ ಒಬ್ಬರು ಗಂಭೀರವಾದ ತಾಯಿಯಾಗಲು ಸಾಧ್ಯವಿಲ್ಲ.,Kannada
"ಅಂತಹ ಸಣ್ಣ ಕಣ್ಣುಗಳು ಬಹುತೇಕ ಪಕ್ಷಿಗಳಂತೆ ಇದ್ದವು ಮತ್ತು ಇನ್ನೊಂದಕ್ಕೆ ದೊಡ್ಡ ಮೂಗು ಇತ್ತು, ನಾನು ಅವನ ಹತ್ತಿರ ಇರಲು ಬಯಸುವುದಿಲ್ಲ.",Kannada
ಅವನು ಓಹ್ ಮತ್ತು ಕೊನೆಯ ನಿಲುಗಡೆ ಸೀನುವಾಗ ನಾನು ಇನ್ನು ಮುಂದೆ ಕೇಳಲು ಬಯಸುವುದಿಲ್ಲ ನಾನು ನೋಡಬಹುದಾದ ಎಲ್ಲವು ಆ ಪುರುಷರು ನಿಜವಾಗಿಯೂ ಒಳ್ಳೆಯವರಾಗಿದ್ದರು ನನ್ನ ಪ್ರಿಯ ನೀವು ಆ ಸೌಂದರ್ಯವನ್ನು ತಿಳಿದಿರಬೇಕು.,Kannada
ರಾಜಕುಮಾರ ಅಥವಾ ಕುದುರೆಯಂತಹ ಯಾರಿಗಾದರೂ ನಾನು ಅರ್ಹನೆಂದು ನೀವು ಅರಿತುಕೊಳ್ಳಬೇಕಾದ ಎಲ್ಲವೂ ತಾಯಿಯಲ್ಲ.,Kannada
ಓ ಪ್ರಿಯ ಒಂದು ರಾತ್ರಿ ಅವಳು ಮಲಗಿದ್ದಾಗ ತಾಯಿ ಅವಳನ್ನು ನೋಡುತ್ತಾ ಕುಳಿತಳು.,Kannada
ನನ್ನ ಪ್ರೀತಿಯ ಮಗು ನೀವು ತುಂಬಾ ಸುಂದರ ಮತ್ತು ಸುಂದರವಾಗಿದ್ದೀರಿ ಆದರೆ ನಿಮ್ಮ ಸೌಂದರ್ಯವನ್ನು ಹೊರತುಪಡಿಸಿ ಬೇರೆ ಯಾವುದರ ಬಗ್ಗೆಯೂ ನೀವು ಹೆದರುವುದಿಲ್ಲ.,Kannada
"ಆ ಕ್ಷಣದಲ್ಲಿ ನಾರ್ಸಿಸಸ್ ತನ್ನ ನಿದ್ರೆಯಲ್ಲಿ ನಗಲು ಪ್ರಾರಂಭಿಸಿದಳು, ಮರುದಿನ ಬೆಳಿಗ್ಗೆ ನಾರ್ಸಿಸಸ್ ಬಂದಾಗ ಅವಳು ನಿಜವಾಗಿಯೂ ತಮಾಷೆಯ ಕನಸನ್ನು ಹೊಂದಿರಬೇಕು ಎಂದು ತಾಯಿ ತುಂಬಾ ಆಶ್ಚರ್ಯಪಟ್ಟರು.",Kannada
ನಾನು ಎಚ್ಚರವಾಯಿತು ಅವಳು ಎಲ್ಲಾ ಸ್ಮೈಲ್ಸ್ ಮತ್ತು ಮುಸುಕಿನ ಗುದ್ದಾಟ ಇಲ್ಲಿ ಪ್ರಿಯತಮೆಯು ನೀವು ಏನು ಕನಸು ಕಂಡಿದ್ದೀರಿ ಎಂದು ಹೇಳಿ.,Kannada
ಕಳೆದ ರಾತ್ರಿ ಚೆನ್ನಾಗಿ ತಾಯಿ ಇದು ಒಂದು ಅದ್ಭುತ ಕನಸು ಎಂದು ನಿಮಗೆ ತಿಳಿದಿದೆ ಈ ರಾಜಕುಮಾರ ನನ್ನ ಬಳಿಗೆ ಬಂದನು.,Kannada
ಮತ್ತು ಅವರು ನನ್ನನ್ನು ಮದುವೆಯಾಗಲು ಬಯಸಿದ್ದರು ಅವರು ಚಿನ್ನದ ಗಾಡಿಯಲ್ಲಿ ಬಂದಿದ್ದರು ಮತ್ತು ಅವರು ಮೇಲಿನಿಂದ ಕೆಳಕ್ಕೆ ಮತ್ತು ಚಿನ್ನವನ್ನು ಧರಿಸಿದ್ದರು ಮತ್ತು ಏನು ಸಿಲ್ಲಿ ಕನಸು.,Kannada
"ಮತ್ತು ನನ್ನ ವಿವಾಹದ ಉಡುಪಿನಲ್ಲಿದ್ದಾಗ ಅದರ ಉತ್ತಮ ಭಾಗವು ಚಿನ್ನದ ಬಣ್ಣದ್ದಾಗಿತ್ತು ಎಂದು ನಿಮಗೆ ತಿಳಿದಿದೆ, ಎಲ್ಲರೂ ನನ್ನನ್ನು ಮಾತ್ರ ನೋಡುತ್ತಿದ್ದಾರೆ ನಾರ್ಸಿಸಾ ಆ ಕನಸಿನ ಬಗ್ಗೆ ಅದ್ಭುತ ಏನೂ ಇಲ್ಲ.",Kannada
"ಇದು ತುಂಬಾ ಅಹಂಕಾರಿ ಕನಸಿನ ತಾಯಿಯಾಗಿದ್ದು, ನೀವು ಏನು ಹೇಳುತ್ತಿದ್ದೀರಿ ಎಂದು ನಿಮಗೆ ತಿಳಿದಿಲ್ಲ ಎಂದು ಕನಸು ನನಗೆ ತಿಳಿದಿದೆ, ಚಿನ್ನದಿಂದ ಮಾಡಿದ ಮನೆಯ ಬ್ರೆಡ್ನಲ್ಲಿ ನಾನು ಇಲ್ಲಿ ತಿನ್ನುವ ಪ್ರಕಾರಕ್ಕಿಂತ ಹೆಚ್ಚು ಭವ್ಯವಾದ ಆಹಾರ ಬೇಕು ಎಂದು ನನಗೆ ತಿಳಿದಿದೆ.",Kannada
ಆ ಬಡ ನಾರ್ಸಿಸಸ್ ತಾಯಿ ತನ್ನ ಮಗಳ ಬಗ್ಗೆ ಮತ್ತು ಹೇಗೆ ಚಿಂತೆ ಮಾಡುತ್ತಿದ್ದಳು ಎಂದು ಯೋಚಿಸಿ.,Kannada
"ಆ ದಿನ ಇಬ್ಬರು ಸ್ನೇಹಿತರು ನಾರ್ಸಿಸಸ್ ತಾಯಿಯನ್ನು ಭೇಟಿ ಮಾಡಲು ಬಂದರು, ಅವರು ಮೆಲ್ಲಿ ಮತ್ತು ಟೆರ್ರಿ ಅವರು ಮೂವರು ವಯಸ್ಸಿನ ಸ್ನೇಹಿತರಾಗಿದ್ದರು ಆದರೆ ಟೆರ್ರಿ ಮತ್ತು ಎಲ್ಲೀ ಇಬ್ಬರಿಗೂ ರಹಸ್ಯವನ್ನು ಹೊಂದಿದ್ದರು.",Kannada
"ಮಾಂತ್ರಿಕ ಜೀವಿಗಳು ನಾರ್ಸಿಸಿಯ ತಾಯಿಗೆ ಟೆರ್ರಿ ಮೆಲ್ಲಿ ಬಗ್ಗೆ ಏನೂ ತಿಳಿದಿಲ್ಲ, ಓಹ್ ಇದು ನಿಮ್ಮನ್ನು ನೋಡಲು ತುಂಬಾ ಒಳ್ಳೆಯದು.",Kannada
